"year","season_id","team_id","date","home_team","home_team_id","home_team_score","home_team_conference","home_team_conference_id","home_team_division","away_team","away_team_id","away_team_score","away_team_conference","away_team_conference_id","away_team_division","neutral_site","game_result","innings","slug","game_info_url","contest_id","division"
2025,16779,597209,"02/14/2025","Adrian",597209,7,"Michigan Intercol. Ath. Assn.",873,3,"Berry ",597100,1,"SAA",30169,3,"LaGrange, GA","W",NA,"/contests/6339840/box_score","https://stats.ncaa.org/contests/6339840/box_score",6339840,3
2025,16779,597209,"02/15/2025","Adrian",597209,20,"Michigan Intercol. Ath. Assn.",873,3,"Pfeiffer ",597351,5,"USA South",842,3,"LaGrange, GA","W",NA,"/contests/6358916/box_score","https://stats.ncaa.org/contests/6358916/box_score",6358916,3
2025,16779,597209,"02/15/2025","LaGrange",597117,13,"CCS",30251,3,"Adrian",597209,2,"Michigan Intercol. Ath. Assn.",873,3,NA,"L",NA,"/contests/6339998/box_score","https://stats.ncaa.org/contests/6339998/box_score",6339998,3
2025,16779,597209,"03/01/2025","Adrian",597209,NA,"Michigan Intercol. Ath. Assn.",873,3,"Hendrix ",597113,NA,"SAA",30169,3,"Marshall, TX",NA,NA,NA,NA,NA,3
2025,16779,597205,"02/16/2025","Ferrum",597279,3,"ODAC",903,3,"Alfred St.",597205,12,"AMCC",30022,3,NA,"W",NA,"/contests/6339932/box_score","https://stats.ncaa.org/contests/6339932/box_score",6339932,3
2025,16779,597205,"02/16/2025","Ferrum",597279,6,"ODAC",903,3,"Alfred St.",597205,18,"AMCC",30022,3,NA,"W",NA,"/contests/6349443/box_score","https://stats.ncaa.org/contests/6349443/box_score",6349443,3
2025,16779,597205,"02/17/2025","Ferrum",597279,9,"ODAC",903,3,"Alfred St.",597205,11,"AMCC",30022,3,NA,"W",NA,"/contests/6340071/box_score","https://stats.ncaa.org/contests/6340071/box_score",6340071,3
2025,16779,597094,"02/22/2025","Alvernia",597094,4,"MAC Commonwealth",28744,3,"Moravian ",597353,3,"Landmark",30101,3,"Aston, PA","W",NA,"/contests/6340499/box_score","https://stats.ncaa.org/contests/6340499/box_score",6340499,3
2025,16779,597094,"02/22/2025","Alvernia",597094,7,"MAC Commonwealth",28744,3,"Moravian ",597353,2,"Landmark",30101,3,"Aston, PA","W",NA,"/contests/6349643/box_score","https://stats.ncaa.org/contests/6349643/box_score",6349643,3
2025,16779,597099,"02/14/2025","Kean",597310,4,"NJAC",891,3,"Arcadia",597099,3,"MAC Freedom",28745,3,NA,"L",NA,"/contests/6339799/box_score","https://stats.ncaa.org/contests/6339799/box_score",6339799,3
