Player,Pos,B/T,player_id,Team,Conference,Yr,R/PA,GP,BB,CS,GS,HBP,IBB,K,RBI,SF,AB,PA,H,2B,3B,HR,R,SB,OPS+,Picked,Sac,BA,SlgPct,OBPct,ISO,wOBA,K%,BB%,SB%,wRC+,wRC,Batting,Baserunning,Adjustment,WAR,Clutch,WPA,REA,WPA/LI,wSB,wGDP,wTEB,EBT,Opportunities,OutsOB,GDPOpps,GDP,Division,Season
Mario Galloway,OF,R/R,7356934?year_stat_category_id=14940,AUM,Gulf South,Jr,0.23076923076923078,16,1,0,2,1,0,3,2,0,11,13,2,1,0,1,3,0,103.03459736181169,0,0,0.182,0.545,0.308,0.36300000000000004,0.3606923076923077,23.076923076923077,7.6923076923076925,0.0,75.77459499992476,1.8770666621986214,-0.533597301732489,0.0,0.10484937742669702,0.0,0.0,0.0,0.0,0.0,-0.006946966558098329,-0.09194841735052756,0.0,0.0,0.0,0.0,8.0,0.0,2,2022
Corey Armstrong,INF,0,7331312?year_stat_category_id=14940,AUM,Gulf South,Sr,0.2608695652173913,11,3,0,3,1,0,6,2,0,19,23,3,0,0,0,6,0,14.355937059903567,0,0,0.158,0.158,0.304,0.0,0.26995652173913043,26.08695652173913,13.043478260869565,0.0,20.07522995403812,1.0550324150466384,-3.2099884442160955,0.21586889080332278,0.1787681885125184,-0.13775012937493153,0.0,0.0,0.0,0.0,-0.02431438295334415,-0.20688393903868701,0.44706721279535394,3.0,5.0,0.0,18.0,0.0,2,2022
Zach Feaster,UT,0,7341544?year_stat_category_id=14940,AUM,Gulf South,Jr,0.14814814814814814,44,9,0,41,3,1,22,32,0,149,162,41,8,0,6,24,1,86.9474849341758,0,1,0.275,0.45,0.329,0.175,0.35325625,13.580246913580247,5.555555555555555,100.0,71.20987240943711,22.083167345975006,-7.957414358397299,0.6110814889154433,0.7150727540500736,-0.4243136829146826,0.0,0.0,0.0,0.0,0.06800763539613178,0.37363188745603737,0.16944196606327422,6.0,18.0,0.0,98.0,3.0,2,2022
Ethan Wells,OF,0,7342974?year_stat_category_id=14940,AUM,Gulf South,Jr,0.2777777777777778,6,2,0,3,0,0,1,2,0,16,18,6,0,0,0,5,0,99.68551261756787,0,0,0.375,0.375,0.444,0.0,0.4116666666666667,5.555555555555555,11.11111111111111,0.0,107.06588099769012,3.595256921901675,0.2574145103047522,-0.3928578158153068,0.03931851653501138,0.06531604807493287,0.0,0.0,0.0,0.0,-0.027787866232393314,-0.1838968347010551,-0.1811731148818584,0.0,2.0,0.0,16.0,0.0,2,2022
Joseph Hartsfield,INF,0,7332930?year_stat_category_id=14940,AUM,Gulf South,Sr,0.15217391304347827,49,12,1,48,11,0,23,19,2,159,184,47,7,1,3,28,5,90.8438242101157,0,7,0.296,0.409,0.38,0.11299999999999999,0.37787499999999996,12.5,6.521739130434782,83.33333333333334,86.32241845528313,30.000519906692315,-4.119646967409557,-0.1826967169757272,0.7963310215557639,-0.19126295752918865,0.0,0.0,0.0,0.0,0.15948812411561433,-0.9022133645955452,0.5600285235042037,7.0,17.0,0.0,122.0,1.0,2,2022
Matthew Marfice,INF,0,7346673?year_stat_category_id=14940,AUM,Gulf South,Sr,0.15625,21,5,1,16,3,0,9,10,1,55,64,16,3,0,2,10,1,99.96922839988851,0,0,0.291,0.455,0.375,0.16400000000000003,0.3835,14.0625,7.8125,50.0,89.77539927306978,10.825842924633388,-1.0420412054890031,-0.17171517952378257,0.3412847235238988,0.006799930974028327,0.0,0.0,0.0,0.0,-0.5015725447224191,0.4827901524032825,-0.15293278720464598,1.0,5.0,0.0,45.0,2.0,2,2022
Jackson Ceman,P,R/R,7345005?year_stat_category_id=14940,AUM,Gulf South,So,0.26785714285714285,43,19,2,39,5,0,10,24,2,142,168,47,5,0,0,45,4,92.2195002222034,0,5,0.331,0.366,0.423,0.034999999999999976,0.3967261904761905,5.952380952380952,11.30952380952381,66.66666666666666,97.89447162981247,30.830432682591532,-0.32276315897974683,-1.2432025152132145,0.6988211005489356,0.0059373090837099235,0.0,0.0,0.0,0.0,-0.7004026212582147,-0.936694021101993,0.39389412714699334,14.0,35.0,1.0,125.0,1.0,2,2022
Landon Pritchett,OF,0,7348896?year_stat_category_id=14940,AUM,Gulf South,Jr,0.0,3,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,-100.0,0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,-145.6411595929148,-0.247241426886751,-0.43267711641991335,0.0,0.01965925826750569,0.0,0.0,0.0,0.0,0.0,0.0,-0.011493552168815944,0.0,0.0,0.0,0.0,1.0,0.0,2,2022
Jaylon Thornton,OF,0,7335013?year_stat_category_id=14940,AUM,Gulf South,Jr,0.05,18,2,0,11,1,0,5,7,2,35,40,6,1,0,1,2,0,22.92567764280813,0,0,0.171,0.286,0.225,0.11499999999999996,0.23384999999999997,12.5,5.0,0.0,-2.089237061466325,0.26669471606090456,-7.1507328652655895,-0.3854929691062755,0.11795554960503414,-0.4815899752607878,0.0,0.0,0.0,0.0,-0.02431438295334415,-0.29883235638921457,-0.06234622976371679,1.0,4.0,0.0,26.0,0.0,2,2022
Jake Spivey,UT,R/R,7556868?year_stat_category_id=14940,AUM,Gulf South,So,0.10714285714285714,15,4,0,5,1,0,8,3,0,23,28,7,3,0,0,3,0,109.39688156963605,0,0,0.304,0.435,0.429,0.131,0.42232142857142857,28.57142857142857,14.285714285714285,0.0,113.60644783773033,5.916545150319723,0.7243458433911775,-0.33886353825027626,0.24377480251707057,0.11934870925300495,0.0,0.0,0.0,0.0,-0.03126134951144248,-0.12642907385697538,-0.1811731148818584,0.0,2.0,0.0,11.0,0.0,2,2022
