Player,Pos,B/T,player_id,Team,Conference,Yr,R/PA,GP,BB,CS,GS,HBP,IBB,K,RBI,SF,AB,PA,H,2B,3B,HR,R,SB,OPS+,Picked,Sac,BA,SlgPct,OBPct,ISO,wOBA,K%,BB%,SB%,wRC+,wRC,Batting,Baserunning,Adjustment,WAR,Clutch,WPA,REA,WPA/LI,wSB,wGDP,wTEB,EBT,Opportunities,OutsOB,GDPOpps,GDP,Division,Season
A. Jezek,RF,0,8019378,Austin,SCAC,-,0.0,6,1.0,0.0,2,1.0,0.0,2.0,0.0,0.0,10.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,56.05304213016744,0.0,0.0,0.2,0.3,0.333,0.09999999999999998,0.31675000000000003,16.666666666666664,8.333333333333332,0.0,54.30896829239267,1.2832711935088494,-0.7663181922392706,0.0,-0.2775,0.0,-0.11640026963327929,0.01080000000000001,-6.234,0.12583716283716279,-0.0181283204884243,-0.10424149659032284,0.0,0.0,0.0,0.0,9.0,0.0,3,2023
A.J. Cook,INF,0,d3d-7154032,Elms,Great Northeast,Jr,0.2918918918918919,39,35.0,2.0,38,11.0,0.0,31.0,30.0,2.0,137.0,185.0,49.0,7.0,5.0,0.0,54.0,29.0,145.35659386143084,1.0,1.0,0.358,0.482,0.514,0.124,0.4757567567567568,16.756756756756758,18.91891891891892,93.54838709677419,160.856324147044,52.577799907731894,22.44100592867544,1.4534313072860288,0.6045,1.899020480830676,0.0,0.0,0.0,0.0,4.023869157225484,-1.26248034759391,-1.3079575023455448,5.0,31.0,0.0,109.0,0.0,3,2023
A.J. Costantini,OF,0,8016304,Valley Forge,CSAC,Fr,0.09782608695652174,29,9.0,3.0,23,6.0,0.0,20.0,11.0,1.0,76.0,92.0,11.0,0.0,0.0,0.0,9.0,7.0,6.597898923239609,0.0,2.0,0.145,0.145,0.283,0.0,0.24154347826086958,21.73913043478261,9.782608695652174,70.0,-1.4881539789485265,2.124923074426262,-19.71780494442365,-0.19072224232693225,0.18125,-1.3011858497083926,0.23842703377385016,-0.1269999999999991,-43.696,-0.3796663577789373,-0.668983074791844,-0.2065256991121881,0.6847865315770999,5.0,9.0,0.0,61.0,1.0,3,2023
A.J. Johnson,INF,0,8002089,Mary Washington,C2C,Fr,0.3333333333333333,4,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,-139.28322451742093,-0.738546750117771,-1.3626730385106143,0.0,0.062,0.0,-0.023999999999982143,-0.0001999999999999,-1.892,-0.012,0.0,-0.03474716553010761,0.0,0.0,0.0,0.0,3.0,0.0,3,2023
A.J. Kisting,C,R/R,7812382,St. Norbert,NACC,So,0.09090909090909091,4,1.0,0.0,4,0.0,0.0,7.0,1.0,0.0,10.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,-29.84851679547662,0.0,0.0,0.1,0.1,0.182,0.0,0.15618181818181817,63.63636363636363,9.090909090909092,0.0,-42.135915567566116,-0.7927316177673902,-2.7474093368800263,-0.19532392934178094,0.309,-0.11619419294496296,0.04062352136583619,-0.07100000000000009,-7.236000000000001,-0.1067883959178076,-0.012085546992282868,-0.09265910808028696,-0.09057927426921113,0.0,1.0,0.0,8.0,0.0,3,2023
A.J. Lee,UT,0,d3d-8017450,MSOE,NACC,Fr,0.09433962264150944,21,4.0,1.0,10,1.0,1.0,12.0,14.0,5.0,42.0,53.0,14.0,1.0,0.0,1.0,5.0,3.0,94.75729391712746,0.0,1.0,0.333,0.429,0.365,0.09599999999999997,0.3544705882352941,22.641509433962266,7.547169811320755,75.0,79.8327831735069,7.896533809759497,-1.861956520669366,0.0,0.3255,0.0,0.0,0.0,0.0,0.0,-0.1339746972356518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2023
A.J. Naha,C,R/R,7811304,Occidental,SCIAC,Jr,0.057692307692307696,22,4.0,1.0,13,4.0,0.0,11.0,2.0,0.0,44.0,52.0,5.0,1.0,0.0,0.0,3.0,2.0,-3.9605767828865046,1.0,2.0,0.114,0.136,0.25,0.022000000000000006,0.21940384615384617,21.153846153846153,7.6923076923076925,66.66666666666666,2.5188261223013013,-0.08241345689086155,-8.37917548283064,-0.5500161956006203,1.6995,-0.47705282476331257,-0.38364513911702974,-0.7797999999999989,-33.649,-0.3454531951118785,-0.30980360325108613,-0.359054043811112,0.11884145146157774,1.0,2.0,0.0,31.0,0.0,3,2023
A.J. Pietrafesa,C,0,7821759,Mass. Maritime,MASCAC,Jr,0.09615384615384616,40,10.0,0.0,39,7.0,0.0,25.0,25.0,4.0,135.0,156.0,39.0,4.0,1.0,0.0,15.0,2.0,70.50391450369445,0.0,6.0,0.289,0.333,0.359,0.04400000000000004,0.33221794871794874,16.025641025641026,6.41025641025641,100.0,71.30101186845785,19.372603553519166,-6.529077459921352,1.7453226502653914,3.09,-0.061551804503860316,-0.40785412310831476,-0.04219999999999901,-77.108,0.36344698248820934,0.09181855169678688,0.7027724868759826,0.9507316116926219,8.0,16.0,0.0,112.0,4.0,3,2023
A.J. Sferlazza,OF,L/L,7812937,Susquehanna,Landmark,So,0.0,8,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,-140.90819070494655,-0.492364500078514,-0.8703014382643701,0.0,0.05,0.0,0.0012467532467534577,-0.0047999999999999,-1.434,-0.021818181818181598,0.0,-0.02316477702007174,0.0,0.0,0.0,0.0,2.0,0.0,3,2023
A.J. Wylie,UT,0,7817965,Berea,CCS,So,0.21,31,10.0,0.0,26,1.0,0.0,25.0,4.0,0.0,89.0,100.0,21.0,4.0,1.0,2.0,21.0,9.0,69.53680096927795,0.0,0.0,0.236,0.371,0.32,0.135,0.31827999999999995,25.0,10.0,100.0,51.83737109123262,10.864495174446647,-7.7909119456235505,1.981254522646999,0.4805,-0.2905199476682455,0.2706201157330361,0.5042000000000011,-64.679,0.2614131036123485,1.6489306625964641,-0.2528552531523316,0.5851791132028665,8.0,13.0,1.0,65.0,1.0,3,2023
